	name	hematokrit	smoker	leukocyty	relationship	ssn	alt	weight	erytrocyty	alp	ast	er-cv	etytr	hemoglobin	trombocyty	indicator	hbver
5378	Anthony Valdez	6.54709	Y	8.68679	divoced	089-35-6237	4.79871	30.76936	9.64685	83.88246	50.31952	38.94804	6.77428	5.85880	5.36124	1.00000	4.54706
5379	Travis Woods	4.73103	Y	3.81927	married	277-69-5186	0.66656	63.23106	7.70749	84.69553	54.40027	40.72442	5.99531	6.33977	4.19374	0.00000	6.44826
5380	Daniel Ruiz	7.98068	yes	3.82305	married	808-92-9611	0.57819	71.35568	5.33930	60.27025	58.71235	45.13005	5.90235	7.50466	6.36505	1.00000	6.31651
5381	Lauren Brown	5.87240	no	3.09697	single	533-64-0962	1.25338	102.56203	8.00424	61.47710	58.05392	55.00213	6.41298	7.53527	8.35391	1.00000	6.80402
5382	Debra Cameron	8.29798	no	8.28600	married	327-02-6401	0.64584	103.38737	7.51659	62.26352	81.20308	59.52895	4.73984	7.36199	6.32108	0.00000	6.70786
5383	April Russo	4.90800	no	6.96295	nop	505-55-7982	0.74940	68.65943	6.32872	38.00806	61.46088	53.54315	5.21799	7.98128	6.02347	0.00000	5.09036
5384	Roger Mack	8.07890	no	5.20002	divoced	673-11-0750	0.49962	17.71210	5.20665	87.09848	52.35229	58.74011	5.06684	6.12626	7.43386	1.00000	5.88374
5385	Amy Phillips	4.57636	no	5.60514	single	471-98-1298	2.11524	86.90991	8.67471	65.58732	47.36733	36.23694	8.11319	5.03223	4.63132	0.00000	7.51942
5386	Christine Villarreal	8.36702	no	5.37755	married	479-90-9800	0.41096	108.60234	4.94916	93.96626	63.44016	46.82439	7.14660	6.12382	7.23445	1.00000	6.33175
5387	Shawn Dunn	7.58914	no	5.81430	married	605-06-8767	0.46056	99.77676	4.28441	73.39398	63.68389	34.73521	5.81404	5.47541	7.57766	1.00000	7.28862
5388	John Watson	5.73894	Y	6.92995	widowed	222-51-5689	4.61090	21.09860	9.55880	29.55369	54.70619	48.26883	5.33963	4.03453	5.66461	1.00000	7.67933
5389	Jacob Morton	6.54123	no	10.49619	nop	517-03-9954	1.27142	76.00670	7.61434	62.95149	62.61993	36.20433	6.58389	7.20121	7.46066	1.00000	3.08508
5390	Ricardo Hanna	8.51363	no	7.18215	single	795-52-8748	0.56738	50.40697	7.01815	92.58869	58.66360	44.14932	5.81789	6.31821	6.91333	0.00000	4.47734
5391	Kevin Foster	5.44507	no	6.36437	divoced	654-52-8070	0.98751	68.10029	7.04159	54.17051	53.22786	57.10979	4.25583	7.66470	5.35024	0.00000	5.54777
5392	Hector Ross	6.16347	no	6.30420	single	745-77-6343	1.05085	55.39771	7.47665	78.47461	29.90802	49.99987	6.80910	6.16181	4.41015	0.00000	4.21858
5393	Sherry Johnson	6.79398	no	5.08109	married	649-85-7615	1.31058	19.41041	7.86347	79.80236	56.05290	59.42322	6.40240	5.68310	9.58934	1.00000	6.55432
5394	Todd Smith	7.71100	yes	7.45972	separated	420-79-1165	0.85800	41.70067	7.69657	54.55149	66.77448	39.38163	5.64023	7.73312	5.38308	0.00000	4.82690
5395	Pamela Morgan	6.78453	no	5.50537	single	589-70-4911	0.57169	114.91754	5.57893	76.02370	68.91540	48.88202	6.37815	5.61263	5.12124	0.00000	6.02308
5396	Katrina Berg	6.21769	no	7.86705	divoced	551-05-3419	0.87561	131.93517	7.60217	55.62939	55.27356	44.87542	6.02312	5.08298	3.24983	0.00000	6.59272
5397	Jennifer Rivera	5.15851	no	5.61828	married	530-19-4810	0.73502	64.87734	6.97798	85.72372	63.29129	48.83200	6.35696	5.77780	5.41282	0.00000	7.37057
5398	Michael Harrington	8.04817	yes	3.49038	single	346-80-7465	0.69912	36.90695	6.30876	66.78559	53.46975	50.61370	5.39176	7.32901	6.78745	1.00000	6.73945
5399	Christine Martinez	3.26006	N	7.73112	single	670-58-5528	0.64649	65.54769	6.52102	82.42139	78.08191	45.06568	7.15460	6.68000	9.34582	1.00000	7.09191
5400	Rebecca Hanson	4.66931	no	6.31006	single	471-14-5209	0.62585	99.15434	4.62749	38.01725	68.64288	32.22794	5.61553	8.18736	10.84295	1.00000	7.36948
5401	Adam Owens	8.22914	no	7.56727	single	129-93-9411	0.70251	69.12744	6.99118	64.96135	74.55219	49.27684	7.04772	5.15518	6.45331	0.00000	8.72602
5402	Sandra Miller	9.75324	no	3.92638	divoced	527-09-5993	0.41654	26.09408	4.89052	82.47232	27.77154	48.31208	7.66789	5.99496	5.53853	1.00000	5.49420
5403	Nicholas Thomas	3.99650	no	5.90462	single	321-88-1721	0.82196	106.26831	7.02099	79.72026	37.58678	55.70979	6.84842	6.56489	8.57056	1.00000	7.14872
5404	Eric Davis	6.22078	no	8.26703	divoced	884-52-8569	0.99133	133.74363	7.55971	49.16249	47.00519	33.76113	7.53127	7.75704	7.55099	1.00000	8.17732
5405	Lisa Cantu	7.15302	yes	4.74076	nop	631-62-7151	0.68472	58.27051	6.05096	83.81190	66.22850	76.17437	5.58842	5.85573	7.89197	1.00000	6.03445
5406	Morgan Greene	5.81100	no	7.64139	married	611-61-3982	2.07942	93.54144	8.58231	67.06772	64.19141	44.95420	6.88346	4.97705	6.65858	1.00000	5.54893
5407	Jared Greer	8.20760	yes	9.79172	separated	638-99-4012	3.08136	63.06713	9.14215	12.60572	41.44035	36.15695	6.47033	9.21588	5.40642	0.00000	4.65108
5408	Isaiah Miller	7.09177	no	9.19245	separated	723-58-1166	0.64325	82.79311	7.31243	86.44436	52.64860	65.27714	5.89094	6.44312	7.62361	1.00000	7.41477
5409	Rachel Diaz	6.55345	Y	5.18682	single	526-10-0822	0.66714	81.03652	4.76393	74.93238	43.34386	43.69679	7.39391	5.46691	7.62516	1.00000	8.44799
5410	Philip Rhodes	4.95412	Y	4.87773	widowed	630-63-9565		-10.52063	7.70815	90.59303	51.71477	49.39203	6.79585	6.33599	7.64373	1.00000	7.36332
5411	Ruth Bauer	8.00600	Y	6.34141	married	400-78-7972	0.39470	17.86260	4.19109	65.86873	65.07967	43.39054	6.27088	7.55915	7.64737	1.00000	6.61845
5412	Matthew Johnson	5.77647	no	7.53700	divoced	887-12-4050	1.97236	44.04474	8.46869	64.10647	36.34052	29.33369	7.09453	7.39873	6.77737	1.00000	6.95482
5413	Patricia Sweeney	5.43212	Y	4.67101	married	312-82-5880	0.60255	57.60328	6.38957	86.70639	50.75025	37.94127	5.34942	6.82556	3.51765	0.00000	5.08500
5414	Courtney Rose	5.50050	no	8.18779	widowed	161-90-6253	0.79430	45.50936	6.74808	36.44344	68.93707	57.07183	5.26603	7.94397	2.91199	0.00000	5.55275
5415	William Mcclure	6.90039	no	7.14245	nop	576-97-7967	1.70665	38.61989	8.39260	77.34986	66.03039	46.38479	6.80655	6.80570	3.66908	0.00000	6.64977
5416	Dr. Samuel Trevino	4.92438	Y	7.18015	nop	501-31-9319	0.58026	73.68003	5.75393	39.69336	61.09816	34.72617	7.13085	8.14559	9.61570	1.00000	8.57969
5417	Angela Branch	7.11712	no	6.03878	single	076-20-9098	0.68442	101.83284	6.84811	86.61738	42.33406	38.07335	7.03725	5.73001	8.06587	1.00000	4.36274
5418	Carolyn Taylor	4.56999	no	5.30971	separated	277-14-8652	1.13460	73.31040	8.08832	84.20381	45.26705	17.45551	4.79294	6.50643	6.24223	0.00000	7.14513
5419	Emma Raymond	5.59082	no	8.31559	divoced	851-68-9398	0.98807	46.19005	7.45462	74.50339	65.10399	34.37638	5.45877	5.43172	7.81632	1.00000	6.11024
5420	Tina Brown	8.27887	no	4.97676	single	874-85-7466	0.29561	33.09832	3.67213	85.10443	56.59871	32.39041	5.26505	6.01132	6.11466	1.00000	5.05021
5421	Ariana Dalton	6.05216	N	4.70007	divoced	192-56-0577	0.49940	55.78938	5.98314	39.14429	55.31189	51.38589	7.01036	8.08201	8.23240	1.00000	6.93465
5422	Dylan Brown	8.12923	Y	5.63426	single	527-99-4164	0.84594	49.83460	7.36921	87.14990	58.52063	65.58104	6.74694	6.21576	9.09181	1.00000	5.46452
5423	Breanna Garner	5.48795	no	10.64377	divoced	211-72-6582	1.09644	90.29920	7.52489	85.60090	53.91115	32.96002	6.36230	6.86365	7.77381	1.00000	7.79415
5424	Isaac Simon	6.45677	no	5.48312	divoced	179-69-5162	0.58851	107.78034	5.39533	88.22158	38.60655	22.68777	8.42344	6.14908	8.36145	1.00000	5.47245
5425	Patrick Hudson	4.76720	no	6.94992	divoced	621-21-6990	4.56039	164.00509	9.51741	17.10746	53.04166	32.12018	5.22030	8.68014	5.97286	1.00000	5.89201
5426	Keith Kelly	8.12900	Y	5.60587	married	551-09-3186	0.75952	98.76063	7.27706	87.02727	53.88747	66.53536	7.30960	5.89162	5.94357	0.00000	8.25523
5427	Robert Turner	6.46758	yes	8.91209	separated	263-78-6006	0.43969	96.79148	6.66294	79.55652	79.20978	55.14861	6.14121	6.82920	8.42533	1.00000	6.10864
5428	Kimberly Diaz	5.23889	no	5.83739	married	754-90-0414	0.61442	123.17438	6.36020	22.24757	61.17096	47.44064	5.44974	8.47219	2.43463	0.00000	8.26736
5429	Emily Downs	5.41417	yes	9.11902	divoced	604-24-4671	1.05571	71.00844	7.35619	69.77700	73.05323	52.52032	6.15016	7.16699	7.97576	1.00000	7.29066
5430	David Mcintyre	5.77562	Y	5.28040	divoced	265-38-2295	0.79978	73.65211	7.47151	60.72591	49.10747	32.02173	7.46712	7.78066	4.50556	0.00000	7.18324
5431	Nicole Hernandez	5.03923	no	6.68552	widowed	416-41-8006	1.10391	25.70392	7.76617	85.29646	38.59838	50.24651	7.19410	5.75596	7.60466	1.00000	7.74483
5432	Kathleen Mcintyre DVM	5.48491	no	4.60202	widowed	130-31-1422	1.92239	69.04134	8.61933	80.31380	37.67571	64.73469	5.57253	6.76893	6.68481	1.00000	6.77041
5433	Rachel Howe	5.35173	no	7.51412	single	785-05-1358	3.38488	44.94719	9.25581	57.67909	55.67060	67.39191	6.72411	7.71058	6.07101	1.00000	6.82677
5434	David Caldwell	3.87691	yes	6.69248	divoced	872-74-2827	1.04205	97.77195	7.78152	85.09482	69.96510	68.75215	6.87158	5.83085	7.83104	1.00000	7.48004
5435	Wanda Medina	5.96448	Y	7.64903	divoced	723-72-3137	0.43684	99.88557	6.56842	78.27364	79.81510	30.78838	7.13692	6.96077	8.61091	1.00000	7.38556
5436	Melissa Wallace	4.77187	no	7.59251	single	528-27-8784	0.49791	88.80908	4.64918	79.17094	64.49734	51.16791	7.57072	7.08326	10.29124	1.00000	7.32755
5437	Leslie Gould	9.63475	no	7.84328	married	662-84-7250	0.72593	145.11851	6.97849	28.17780	53.43513	34.36316	8.18085	8.40073	8.41151	0.00000	6.26646
5438	Robert Johnson	4.62250	no	6.83522	married	708-12-6545	0.52958	114.46242	6.30793	76.53015	72.23809	40.89040	5.46078	7.04965	9.24519	1.00000	10.04754
5439	Stephen Frye	7.80090	Y	6.49547	separated	109-82-9875	0.57976	70.36765	3.87492	85.08649	86.48073	37.45454	5.25619	6.24482	7.74130	1.00000	7.18354
5440	Jamie Torres	4.14452	yes	6.89852	divoced	022-99-3674	0.48044	62.40912	5.72540	43.52579	54.80495	45.38747	7.28647	8.01169	9.94604	1.00000	7.01174
5441	Ryan George	7.12742	Y	6.63340	single	589-30-3474	0.44416	65.61987	4.57536	14.68890	68.39875	62.42129	6.31494	3.75101	8.51109	1.00000	6.60135
5442	Emily Pope	7.29807	yes	7.19229	widowed	489-69-3258	0.83169	54.29920	7.20654	77.89165	32.33483	44.30153	7.28558	7.14269	5.10547	0.00000	7.07130
5443	Phillip Schultz	8.73963	no	5.34493	divoced	243-44-2002	0.59688	149.26913	5.62105	87.63476	62.81591	40.12983	5.30381	6.66318	7.63563	1.00000	4.48389
5444	William Gordon	5.30991	N	4.44908	married	861-02-7484	2.31290	109.09706	8.72346	85.31397	58.91001	52.56341	3.26954	6.42235		1.00000	8.12773
5445	Kathleen Larsen	5.66815	no	3.19703	divoced	308-50-8090	0.71837	73.32887	6.83782	80.96761	51.74927	45.94275	6.20181	6.66250	3.82513	0.00000	5.94742
5446	Kevin Deleon	5.26793	yes	5.37255	divoced	351-12-7516	1.11643	111.62909	7.64209	78.07181	65.94412	81.20086	7.94176	6.33026	5.34964	0.00000	5.85870
5447	Alexis Diaz	6.29741	no	8.71496	married	633-35-3032	1.14523	21.71280	8.04448	81.57144	65.56039	35.31231	9.13092	5.89942	7.10049	1.00000	7.79497
5448	Eric Ochoa	4.80718	no	9.50713	separated	368-12-9144	1.30352	68.87232	8.20445	91.81794	57.59240	50.35409	6.40371	6.24148	7.25211	1.00000	6.45451
5449	Rhonda Pena	8.31495	yes	5.22183	divoced	719-32-2417	0.53569	78.52334	4.04491	82.18772	71.57282	31.79555	7.35074	6.44836	6.66344	1.00000	7.16403
5450	Regina Brown	5.28918	no	9.40149	widowed	515-11-6924	5.20026	98.67215	9.70493	54.93043	49.46601	56.44264	6.52120	7.55481	5.61842	1.00000	5.68591
5451	Jason Boyd	8.66933	no	8.84387	married	159-08-0870	2.52537	98.68313	8.93503	71.66299	48.45307	40.44380	7.45388	7.07264	5.96001	0.00000	6.74171
5452	Christopher Williams	6.87465	Y	7.73281	nop	797-14-0937	0.71709	61.95380	7.35225	62.95579	46.10008	19.64835	4.52144	5.04982	4.50682	0.00000	4.64044
5453	Jeremy Lee	6.49158	Y	5.82236	widowed	889-14-6104	0.70825	63.55732	7.00599	83.06957	42.76005	21.06522	6.53325	6.45492	5.13392	0.00000	7.16902
5454	Alicia Ramirez	6.68102	Y	5.13675	single	526-31-5457	0.61068	55.12454	5.88604	63.09157	40.70333	37.44449	5.11990	5.07664	9.11720	1.00000	5.62630
5455	Ronald Taylor	9.36618	no	7.82081	single	303-47-4993	2.53805	101.05387	8.90206	74.42463	37.69507	65.22085	7.42503	7.18998	6.91283	0.00000	7.57718
5456	Brandi Evans	5.04465	no	3.90164	divoced	536-55-9069	0.41313	50.23033	5.86812	84.69792	58.57758	22.77543	5.75143	6.72317	4.32085	0.00000	5.06887
5457	Chelsea Buck	7.15645	Y	5.49894	married	349-57-9763	0.64142	82.99536	5.30499	75.32623	45.23038	59.50856	6.62072		7.99666	1.00000	6.23810
5458	John Watson	5.22384	yes	8.03599	separated	222-51-5689	1.61888	66.56827	8.47245	79.60371	61.21570	38.48733	5.75092	5.58770	6.96662	1.00000	6.72730
5459	Beth Bautista	7.33875	Y	5.26610	widowed	469-08-5214	0.48618	85.00435	5.71015	82.76142	58.08019	24.91639	6.41542	6.05338	8.11119	1.00000	6.92829
5460	Cassandra Clark	4.16537	yes	6.68006	separated	156-63-1786	1.59225	79.88825	8.31052	89.45276	34.06281	63.50229	7.20221	6.10692	7.28480	1.00000	5.82019
5461	Tonya Brewer	6.21760	Y	6.38842	married	169-15-4066	1.00138	158.15729	7.18967	81.45123	73.78351	58.32799	6.08735	6.87257	4.58059	0.00000	6.82105
5462	Claudia Duncan	7.25192	N	8.34125	married	068-06-1687	0.74361	74.93726	7.36150	64.66129	71.00001	57.56889	6.87793	7.56995	7.48222	1.00000	7.43090
5463	Elizabeth Meyer	7.21303	Y	9.09415	married	788-03-7371	0.57128	89.88794	6.25921	68.33754	43.68183	44.01332	6.77069	7.26562	8.76107	1.00000	6.56945
5464	Leslie Giles	3.45510	no	5.66844	separated	815-02-9037	1.54291	81.00441	8.40765	84.94057	67.63206	61.99065	5.88094	5.93843	7.44125	1.00000	6.12934
5465	Natalie Noble	6.01232	Y	10.14580	widowed	685-50-8482	11.28418	93.18187	10.52420	67.29611	61.34521	52.79396	6.48709	5.03462	4.64472	1.00000	4.85842
5466	Lisa Foster	6.13488	Y	7.84537	nop	169-73-5408	0.67833	95.91537	6.49527	86.16566	51.36306	54.28722	6.65425	6.55450	8.70209	1.00000	5.72555
5467	Lisa Lee	8.69132	yes	4.64254	divoced	181-54-3126	0.62437	55.75463	5.51530	87.49393	81.29281	74.15303	5.94667	6.43864	7.02027	1.00000	6.45859
5468	John Doyle	5.67986	no	5.27999	married	343-86-2112	0.94006	44.59953	7.60263	76.13179	61.61221	35.61527	7.94777	5.59851	7.64611	1.00000	8.68500
5469	Jordan Owens	5.81179	no	8.21356	single	056-83-4559	1.93327	102.16397	8.57705	58.80182	54.13327	41.39537	6.25851	7.64301	6.63907	1.00000	4.86001
5470	Daniel Terry	6.93476	yes	6.44823	single	599-83-3649	0.90431	133.69083	6.78063	83.01373	68.60725	41.47988	6.29651	5.72103	4.68830	0.00000	7.14337
5471	Lori Patterson	6.62581	yes	6.99215	married	625-38-4738	0.56076	103.61310	5.47159	80.61408	47.03888	58.71052	5.45074	6.58466	9.60374	1.00000	6.15436
5472	Wendy Moss	5.49327	yes	5.56932	divoced	808-17-6661	0.78051	111.77630	7.34635	65.31731	48.10279	48.29210	5.16329	7.45441	6.86286	0.00000	5.47589
5473	Paul Davis	5.62009	no	4.90048	divoced	736-86-3108	0.86731	95.91017	7.10414	71.23577	42.59053	47.93316	7.20336	7.42819	5.55663	0.00000	6.41055
5474	Kristin White	4.72108	yes	4.79867	separated	463-99-8782	1.12473	52.42693	7.34982	64.93496	45.64916	62.14976	5.39022	5.21633	6.39460	0.00000	6.11945
5475	Debra Fowler	6.52904	Y	3.32765	separated	414-03-6903	0.38966	70.91685	6.45986	65.48596	57.55576	43.15759	6.92009	7.29826	7.25720	1.00000	5.64762
5476	Ryan Barnes II	6.81061	yes	6.41073	married	254-01-8997	0.42079	87.68787	4.21932	84.60815	50.27625	42.62989	5.96296	6.07889	8.31156	1.00000	6.50355
5477	Stephanie Jenkins	5.27198	yes	6.94549	divoced	081-73-5267	1.22433	27.04946	8.01516	30.07406	63.13373	27.04618	5.97622	8.35846	7.36984	1.00000	6.14824
5478	Karen Patterson	6.51841	yes	7.53303	single	171-70-9145	1.01647	8.78099	7.60525	89.10476	65.48307	43.91047	6.06579	6.04800	3.71148	0.00000	6.30500
5479	Johnny Reed	9.01712	no	6.76899	divoced	156-44-8217	0.56524	88.55813	4.70846	86.73104	55.85324	73.27064	7.87027	6.68522	8.06743	1.00000	6.50365
5480	Michael Gutierrez	10.01536	no	10.64519	divoced	330-55-1376	7.63545	84.56532	10.13906	52.58783	40.76246	37.73679	5.37685	7.64867	7.32260	0.00000	5.71543
5481	Sandy Cook	4.67354	no	6.47072	divoced	100-55-6083	4.78903	72.30271	9.62166	54.53937	50.70323	38.85867	3.76713	4.99621	3.97762	0.00000	6.04585
5482	Rebecca Davis	6.60587	no	7.41762	divoced	248-58-1160	1.46085	81.38236	8.11790	39.20267	60.33357	60.53741	6.57393	7.92057		0.00000	4.77036
5483	David Leon	6.45877	no	5.02596	married	186-90-8234	0.69910	38.21541	6.15629	81.80372	52.17253	65.52052	5.79248	6.88168	8.47179	1.00000	5.64523
5484	Bethany Murphy	5.64836	no	5.23650	nop	544-86-0219	0.79980	-5.21476	6.94265	88.41344	51.05962	48.57297	7.01769	6.00252	6.77346	0.00000	5.29122
5485	Angela Branch	4.42901	Y	4.32247	single	076-20-9098	0.87929	99.57652	7.34984	62.59373	30.75176	39.88823	6.17541	7.65413	5.45124	0.00000	6.78983
5486	Krista Dixon	8.42095	Y	4.79386	married	498-87-0443	0.46666	77.55044	6.22814	55.04300	52.25871	71.41790	7.20976	7.72844	7.65467	1.00000	6.14662
5487	Matthew Collins	8.46238	yes	8.31672	nop	505-12-4883	0.87498	38.53151	7.78795	87.16575	58.96254	61.15076	6.88267	6.72642	6.44386	0.00000	7.62268
5488	Justin Schmidt	8.37556	yes	6.00662	single	381-74-7519	0.46221	40.59092	3.76881	65.25138	69.23989	42.12000	7.10890	5.05502	7.02584	1.00000	6.07913
5489	Jerry Garza	5.12235	yes	4.90421	divoced	133-71-6337	7.65332	44.10165	10.12326	85.25484	28.14543	37.21517	7.66809	6.23334	5.30351	1.00000	8.94314
5490	Pamela Hughes	8.35693	no	4.03948	single	576-78-9006	0.51951	102.83098	4.87729	87.94169	57.86419	60.47844	6.01830	6.16102	6.21903	1.00000	6.80780
5491	Erik Hernandez MD	8.65536	no	5.61787	divoced	500-79-8212	0.39567	102.16888	5.50360	93.45868	53.36620	50.89042	5.57058	6.27850	7.69907	1.00000	6.91153
5492	Kristin Stewart	6.56510	N	6.49564	single	130-55-4343	0.60391	74.76302	6.28365	84.28025	48.15689	65.01597	8.01852	6.23828	9.69346	1.00000	5.34721
5493	Antonio Powers	5.25573	yes	3.79631	divoced	409-24-4941	0.50217	80.68905	6.32382	85.82349	51.66559	71.18074	5.45953	5.90511	8.01441	1.00000	8.54295
5494	Lisa Lee	5.18789	no	7.55994	divoced	181-54-3126	1.14092	66.85462	7.93976	55.51605	24.08306	34.28251	7.40329	7.87328	7.40324	1.00000	6.47444
5495	Jeremy Gutierrez	7.08603	no	6.31793	married	456-45-5607	0.99471	71.94077	7.24412	82.20579	38.89683	29.44676	7.08442	6.75255	4.59358	0.00000	6.12321
5496	Ruth Bauer	8.50244	N	5.91801	married	400-78-7972	0.33360	123.11504	3.87419	38.11247	41.28010	30.56059	6.91390	4.50529	6.97935	0.00000	6.30783
5497	Amy Mays	5.15838	Y	5.61706	divoced	499-88-9090	0.25444	85.51922	4.61967	55.50882	46.63379	45.33433	6.19055	7.53514	8.38564	1.00000	8.70564
5498	Brett Davis	4.76009	no	6.98929	widowed	795-86-7674	2.43149	74.48046	8.70570	83.19842	36.07411	74.78187	7.68818	6.51207	6.73541	1.00000	6.56666
5499	Vincent Gray	3.81226	no	6.73198	widowed	079-08-3678	1.61803	41.74536	8.54816	47.36163	57.71686	43.08458	6.18378	7.77483	7.14710	1.00000	9.15372
5500	Melissa Gray	5.82448	Y	9.71294	widowed	113-77-7133	0.80671	75.43526	7.12761	56.31947	51.40677	50.78670	6.20269	7.53157	8.10583	1.00000	5.85662
5501	Robin Young	5.71597	yes	5.73665	divoced	223-97-8489	0.31423	75.80347	4.61368	75.78576	43.16641	60.09435	5.41469	5.36272	8.30809	1.00000	5.52336
5502	Crystal Wright	6.40931	no	6.67323	divoced	653-33-2205	0.61170	118.73926	7.11594	80.05748	70.51105	52.27923	5.48099	6.89992	8.03126	1.00000	6.61357
5503	Jeffrey King	3.61347	no	5.76728	single	576-55-5197	2.36688	80.45136	8.81523	89.92445	62.47687	47.50645	5.53317	6.49499	6.98369	1.00000	6.74030
5504	Alice Robertson	7.68631	no	5.46432	widowed	632-97-4064	0.52506	95.50699	5.95347	81.23976	60.27331	55.04236	7.73422	6.12763	8.33519	1.00000	6.45016
5505	Danielle Lara	7.85601	no	7.96586	married	137-92-0939	0.94971	82.96704	7.92779	20.26115	43.02019	54.00703	4.70956	8.75897	5.49337	0.00000	6.86795
5506	Brittany Bowman	7.77725	no	7.47205	divoced	271-41-4974	1.15713	58.88225	7.78864	86.88367	41.39926	49.56923	6.46467	5.93617	5.25914	0.00000	8.21547
5507	Cody Dominguez	5.75147	no	7.04007	nop	288-55-6117	0.70911	119.13192	4.92378	93.51122	54.24729	47.15944	6.39750	5.98677	9.51055	1.00000	7.19495
5508	Sandra Nelson	3.44957	N	5.45208	divoced	414-88-8824	3.93154	47.93630	9.42828	73.56226	64.33260	31.87080	5.87212	7.10273	6.34587	1.00000	5.27697
5509	Alexander Martinez	8.75587	no	7.04136	married	419-03-4406	0.36324	88.63322	4.65700	81.15995	51.42233	53.91898	4.98513	6.97591	8.36508	1.00000	7.18404
5510	Daniel Brown	5.68578	Y	5.23611	married	409-51-0846	0.47065	-3.24138	6.36924	83.88096	56.47887	64.20178	6.14563	7.03915	9.17824	1.00000	6.13098
5511	John Lewis	5.15256	no	4.91219	divoced	347-40-0344	0.77745	64.00718	7.09394	83.67089	53.71659	57.38943	7.41592	6.46322	5.96257	0.00000	8.31040
5512	Kimberly Ramos	5.20783	no	5.30072	divoced	655-04-3550	3.00013	68.72206	9.06002	88.54108	56.68767	38.73749	6.38869	6.30992	5.52707	0.00000	5.32541
5513	Justin Hunter	4.62629	no	5.36510	married	480-28-1815	0.94032	97.72311	7.60551	89.37335	59.33758	74.50537	6.50228	6.21335	7.87592	1.00000	6.68519
5514	Nicole Potter	4.49099	no	5.71461	nop	020-80-6981	0.80750	-1.76996	6.09467	83.56528	62.03228	57.30834	6.79302	6.32428	9.71589	1.00000	7.75105
5515	Dustin Petty	8.19106	no	8.62652	divoced	513-58-6962	1.28026	53.66017	7.82770	39.27521	48.28107	75.39898	6.73890	8.26807	5.86981	0.00000	5.72341
5516	Michael Suarez	7.29996	no	4.95072	divoced	618-40-5014	0.51995	134.66488	5.97017	89.22822	44.81372	54.09553	7.25617	6.15306	5.51202	0.00000	8.17605
5517	Jeffery Richardson	4.10480	N	6.37772	single	536-56-5391	3.61355	28.85939	9.31640	84.28935	44.49080	39.85273	7.40762	5.78868	4.68743	0.00000	6.74915
5518	Steven Gonzalez	5.82733	yes	5.44071	widowed	857-74-8897	0.56695	-15.71905	6.26995	57.49921	62.86230	63.92643	5.73888	5.14461	9.05645	1.00000	6.85410
5519	Connie Hammond DDS	7.46508	Y	4.55441	divoced	778-46-7105	0.79638	95.57974	5.87962	25.75256	74.86151	80.94788	4.90999	8.35903	7.48869	1.00000	6.51194
5520	Christopher Thompson	4.43943	Y	6.77534	widowed	575-42-0587	1.01830	72.14563	7.69888	52.98309	56.94798	31.03688	6.32666	7.61911	7.86216	1.00000	4.70927
5521	Laura Wolf	7.37873	N	5.58575	single	144-89-0178	0.36133	42.45927	5.28808	86.65319	54.33994	36.08060	5.14816	6.27532	8.05954	1.00000	6.99144
5522	Allison Acosta	4.18260	no	8.24407	single	126-05-4860	0.67891	58.81561	5.61470	85.28316	57.09991	36.59358	5.77556	5.78875	9.93147	1.00000	7.10436
